"id","date","price","bedrooms","bathrooms","sqft_living","","floors","","view","condition","grade","sqft_above","sqft_basement","yr_built","","zipcode","sqft_living15"
"9558200045","20140828","289000","3","1.75","1260","","1","","0","3","7","1260","0","1954","","98148","1290"
"5072410070","20141021","505000","3","1.75","2519","","2","","0","5","8","2519","0","1973","","98166","2500"
"9528102996","20141207","549000","3","1.75","1540","","3","","0","3","8","1540","0","2014","","98115","1580"
"1189001180","20140603","425000","3","2.25","1660","","1","","0","3","7","1110","550","1979","","98122","1440"
"3253500160","20141120","317625","3","2.75","2770","","1.5","","0","5","7","1770","1000","1925","","98144","1440"
"3394100030","20140909","975000","4","2.5","2720","","2","","0","3","10","2720","0","1989","","98004","2750"
"3717000160","20141009","287000","4","2.5","2240","","2","","0","3","7","2240","0","2005","","98001","2221"
"1274500060","20140825","204000","3","1","1000","","1","","0","4","7","1000","0","1968","","98042","1010"
"1802000060","20140612","1.32E+6","5","2.25","3200","","1","","0","3","8","1600","1600","1965","","98004","3390"
"1525059190","20140912","1.04E+6","5","3.25","4770","","1","","0","4","11","3070","1700","1973","","98005","3530"
"1049000060","20150105","325000","3","2","1260","","1","","0","4","7","1260","0","1972","","98034","1640"
"8820901275","20140610","571000","4","2","2750","","1.5","","0","5","7","2250","500","1916","","98125","1510"
"5416510140","20140710","360000","4","2.5","2380","","2","","0","3","8","2380","0","2005","","98038","2420"
"3444100400","20150316","349000","3","1.75","1790","","1","","0","5","7","1090","700","1965","","98042","1940"
"3276920270","20141105","832500","4","4","3430","","2","","0","4","10","2390","1040","1986","","98075","3240"
"4036801170","20141013","380000","4","1.75","1760","","1","","0","3","7","880","880","1956","","98008","1680"
"2391600320","20150420","480000","3","1","1040","","1","","0","3","7","1040","0","1941","","98116","890"
"6300000287","20140609","410000","3","1","1410","","1","","0","4","7","910","500","1956","","98133","1130"
"1531000030","20150323","720000","4","2.5","3450","","2","","0","3","10","3450","0","2002","","98010","3350"
"5104520400","20141202","390000","3","2.5","2350","","2","","0","3","8","2350","0","2003","","98038","2350"
"7437100340","20141222","360000","4","2.5","1900","","2","","0","3","7","1900","0","1992","","98038","1870"
"9418400240","20141028","355000","2","1","2020","","1","","0","3","7","1010","1010","1948","","98118","1720"
"1523059105","20150128","356000","3","1.5","1680","","1","","0","3","8","1680","0","1964","","98059","1850"
"1133000671","20140602","315000","3","1","960","","1","","0","3","6","960","0","1952","","98125","1570"
"4232902595","20141114","940000","3","1.5","2140","","2","","0","3","9","1900","240","1925","","98119","2020"
"2599001200","20141103","305000","5","2.25","2660","","1.5","","0","5","7","2660","0","1961","","98092","1590"
"3342103156","20140618","461000","3","3.25","2770","","2","","0","3","9","1980","790","2006","","98056","1900"
"1332700270","20140519","215000","2","2.25","1610","","2","","0","4","7","1610","0","1979","","98056","1950"
"3869900162","20140904","335000","2","1.75","1030","","2","","0","3","7","765","265","2006","","98136","1030"
"2791500270","20140522","243500","4","2.5","1980","","2","","0","3","7","1980","0","1988","","98023","1980"
"5036300431","20150311","1.10E+6","5","2.75","3520","","2","","0","4","10","3520","0","2001","","98199","2520"
"4168000060","20150226","153000","3","1","1200","","1","","0","3","7","1200","0","1962","","98023","1350"
"6021501535","20140725","430000","3","1.5","1580","","1","","0","3","8","1290","290","1939","","98117","1570"
"6021501535","20141223","700000","3","1.5","1580","","1","","0","3","8","1290","290","1939","","98117","1570"
"1483300570","20140908","905000","4","2.5","3300","","1","","0","3","7","2390","910","1946","","98040","1950"
"3422049190","20150330","247500","3","1.75","1960","","1","","0","3","7","1960","0","1967","","98032","1750"
"1099611230","20140912","199000","4","1.5","1160","","1","","0","4","7","1160","0","1975","","98023","1160"
"722079104","20140711","314000","3","1.75","1810","","1","","0","5","7","1210","600","1980","","98038","1650"
"7338200240","20140516","437500","3","2.5","2320","","2","","2","3","9","2320","0","1992","","98045","2550"
"1952200240","20140611","850830","3","2.5","2070","","1.5","","0","5","9","1270","800","1910","","98102","2200"
"5200100125","20141027","555000","3","2","1980","","1.5","","0","4","7","1440","540","1929","","98117","1610"
"7214720075","20141212","699950","3","2.25","2190","","2","","0","4","8","2190","0","1983","","98077","2570"
"2450000295","20141007","1.09E+6","3","2.5","2920","","2","","0","3","8","2920","0","1950","","98004","2370"
"6197800045","20140924","290000","3","1","1210","","1","","0","3","7","1210","0","1954","","98058","1640"
"1328310370","20150402","375000","3","2.5","2340","","1","","0","4","8","1460","880","1978","","98058","2250"
"546000875","20140523","460000","3","1","1670","","1.5","","0","4","7","1170","500","1939","","98117","1240"
"3530510041","20140723","188500","2","1.75","1240","","1","","0","4","8","1240","0","1985","","98198","1270"
"1853000400","20150305","680000","4","2.5","3140","","2","","0","4","10","3140","0","1991","","98077","2990"
"3134100116","20140827","470000","5","1.75","2030","","2","","0","4","7","2030","0","1942","","98052","2500"
"9545230140","20140725","597750","4","2.5","2310","","2","","0","3","8","2310","0","1984","","98027","1940"
"3362400511","20150304","570000","3","1.75","1260","","1","","0","5","6","700","560","1905","","98103","1380"
"2525310310","20140916","272500","3","1.75","1540","","1","","0","4","7","1160","380","1980","","98038","1540"
"6126500060","20141124","329950","3","1.75","2080","","1","","2","3","7","1080","1000","1971","","98108","2090"
"8961960160","20141028","480000","4","2.5","3230","","2","","3","3","9","2520","710","2001","","98001","2640"
"3626039325","20141121","740500","3","3.5","4380","","2","","0","3","8","2780","1600","1900","","98117","1830"
"3362400431","20140626","518500","3","3.5","1590","","3","","0","3","8","1590","0","2010","","98103","1620"
"4060000240","20140623","205425","2","1","880","","1","","0","4","6","880","0","1945","","98178","1190"
"3454800060","20150108","171800","4","2","1570","","1","","0","3","6","1570","0","1950","","98168","1880"
"1695900060","20150511","535000","4","1","1610","","1.5","","0","4","7","1610","0","1925","","98144","1610"
"7278700070","20150102","660000","3","2.5","2400","","1","","2","3","8","1560","840","1964","","98177","2340"
"6675500070","20141119","391500","3","2","1450","","1","","0","3","7","1450","0","1987","","98034","1580"
"3626039187","20150406","395000","2","1","770","","1","","0","3","6","770","0","1953","","98117","1710"
"3524049083","20141104","445000","4","1.75","2100","","1.5","","0","5","7","1720","380","1924","","98118","1850"
"3275860240","20140618","770000","3","2.25","2910","","2","","0","3","9","2910","0","1990","","98052","2700"
"4389200955","20150302","1.45E+6","4","2.75","2750","","1.5","","0","3","8","1980","770","1914","","98004","3060"
"4058801670","20140717","445000","3","2.25","2100","","1","","2","3","8","1620","480","1967","","98178","2660"
"8732020310","20140717","260000","4","2.25","2160","","1","","0","3","8","1360","800","1978","","98023","2090"
"2331300505","20140613","822500","5","3.5","2320","","2","","0","5","7","1720","600","1926","","98103","1700"
"7853210060","20150406","430000","4","2.5","2070","","2","","0","3","7","2070","0","2004","","98065","1970"
"3668000070","20150105","212000","3","1.75","1060","","1","","0","4","7","1060","0","1986","","98092","1420"
"9545240070","20150428","660500","4","2.25","2010","","1","","0","3","8","1440","570","1986","","98027","2060"
"1243100136","20140612","784000","3","3.5","3950","","1.5","","0","3","9","2460","1490","1989","","98052","2480"
"8929000270","20140512","453246","3","2.5","2010","","2","","0","3","8","1390","620","2014","","98029","1690"
"2767602356","20150126","675000","4","3.5","2140","","3","","0","3","9","2140","0","2005","","98107","1540"
"921049315","20140813","199000","3","1.75","1320","","1","","0","4","7","1320","0","1956","","98003","1550"
"3655000070","20140805","220000","4","1.75","2020","","1","","0","3","7","1010","1010","1968","","98003","1750"
"4027700812","20140529","452000","4","2.25","2590","","1","","0","4","8","1340","1250","1968","","98028","1550"
"3992700335","20140707","382500","2","1","1190","","1","","0","3","6","1190","0","1981","","98125","1060"
"2767603505","20140507","519950","3","2.25","1170","","3","","0","3","8","1170","0","2014","","98107","1350"
"4232901525","20140627","665000","2","1","1110","","1","","0","3","7","1110","0","1925","","98119","1170"
"1777500060","20140708","527700","5","2.5","2820","","1","","0","4","8","1550","1270","1968","","98006","2820"
"1432900240","20150508","205000","3","1","1610","","1","","0","4","7","1010","600","1962","","98058","1610"
"6140100875","20150415","420000","3","1","1060","","1","","0","4","7","940","120","1923","","98133","1560"
"6071600370","20150227","500000","4","2.25","2030","","1","","0","4","8","1380","650","1961","","98006","2230"
"1526069017","20141203","921500","4","2.5","3670","","2","","0","4","9","3670","0","1994","","98077","2840"
"809001525","20140625","890000","4","1","2550","","2","","0","3","8","2370","180","1905","","98109","2200"
"3224079105","20140806","430000","2","2.5","2420","","2","","0","3","7","2420","0","2007","","98027","1940"
"8075400570","20141030","258000","5","2","2260","","1","","0","4","8","1130","1130","1960","","98032","1360"
"1994200024","20141104","511000","3","1","1430","","1","","0","3","7","980","450","1947","","98103","1450"
"3362900810","20140820","532170","3","2","1360","","2","","0","3","8","1360","0","1990","","98103","1500"
"1324300398","20150409","560000","3","1","1110","","1.5","","0","3","7","1110","0","1947","","98107","1420"
"537000445","20150331","282950","3","1","1250","","1","","0","4","7","1250","0","1954","","98003","1680"
"7855801670","20150401","2.25E+6","4","3.25","5180","","2","","3","3","12","3540","1640","2006","","98006","3160"
"7920100045","20140516","350000","1","1","700","","1","","0","3","7","700","0","1942","","98115","1010"
"8960000030","20140728","215000","3","1","1180","","1","","0","4","7","1180","0","1967","","98058","1190"
"6388930390","20141120","650000","5","3.5","3960","","2","","0","3","9","2500","1460","1996","","98056","2640"
"8731900200","20140807","320000","4","2.75","2640","","1","","0","3","8","1620","1020","1967","","98023","1980"
"8029200135","20141113","247000","3","2","1270","","1.5","","0","3","7","1270","0","1916","","98022","1160"
"1081200350","20141003","320000","4","1.75","1760","","1","","0","4","8","1760","0","1968","","98059","1730"
"84000105","20140507","255000","5","2.25","2060","","1","","0","3","7","1030","1030","1962","","98146","1010"
"3756500060","20150309","438000","3","1.75","1780","","1","","0","3","7","1780","0","1962","","98034","1200"
"7215720160","20150304","900000","3","2.5","3400","","2","","0","3","10","3400","0","2000","","98075","3400"
"3574800520","20140620","441000","3","2.75","1910","","1","","0","3","7","1160","750","1979","","98034","1710"
"2617300160","20140812","420000","3","2","2020","","1","","0","4","7","1010","1010","1975","","98027","2110"
"2558660270","20141208","370000","3","1.75","1580","","1","","0","3","7","1180","400","1976","","98034","1640"
"2009000370","20150219","269950","2","1.75","1340","","1","","0","5","5","700","640","1949","","98198","1830"
"1836980160","20150324","807100","4","2.5","2680","","2","","0","3","9","2680","0","1999","","98006","2920"
"3261020370","20140605","653000","3","2.5","2680","","1","","0","4","8","1610","1070","1979","","98034","2480"
"1755700060","20140611","371500","3","2","1370","","1","","0","5","7","1370","0","1964","","98133","1770"
"4330600435","20150316","284000","3","1.75","1560","","1","","0","3","7","1560","0","1954","","98166","1070"
"9542800700","20150102","272000","3","1.75","2160","","1","","0","4","7","1670","490","1978","","98023","1930"
"1999700045","20140502","313000","3","1.5","1340","","1.5","","0","3","7","1340","0","1955","","98133","1480"
"1762600070","20150116","917500","4","2.5","3880","","2","","0","3","10","2570","1310","1984","","98033","3740"
"1687900520","20140929","673000","4","2.25","2590","","2","","0","4","8","2590","0","1980","","98006","2260"
"7234600798","20150210","425000","3","2.5","1120","","2","","0","3","8","820","300","2008","","98122","1590"
"3881900445","20140709","399950","5","2.75","1970","","1","","0","3","7","1320","650","1986","","98144","1280"
"2254502445","20140530","385000","3","1","1220","","1","","0","3","6","1220","0","1901","","98122","1200"
"5437810320","20141117","269950","3","1.5","1950","","1","","2","4","7","1320","630","1975","","98022","1950"
"9158100075","20150107","330000","2","1","1350","","1","","0","3","7","1060","290","1949","","98177","1540"
"3830630310","20140725","260000","3","2.5","1670","","2","","0","3","7","1670","0","1988","","98030","1670"
"8123100045","20150414","470000","4","3","2380","","1.5","","0","4","7","1680","700","1925","","98126","1410"
"3127200041","20140613","589000","4","3","2440","","2","","0","5","7","2440","0","1961","","98034","2290"
"6661200320","20140723","163500","2","1.5","1050","","2","","0","3","7","1050","0","1996","","98038","1050"
"11510310","20140905","835000","4","2.75","3130","","2","","0","3","9","2140","990","1993","","98052","2260"
"825059270","20141121","1.10E+6","5","3","4090","","1","","2","4","10","2090","2000","1986","","98033","2540"
"8731951370","20150415","269000","4","1.75","1490","","1","","0","4","8","1100","390","1969","","98023","2190"
"1954440060","20140505","560000","3","2.5","1900","","2","","0","3","8","1900","0","1987","","98074","2030"
"2264500350","20150418","615000","4","1","1330","","1.5","","0","4","6","1330","0","1901","","98103","1330"
"1115810060","20141205","585188","3","2.25","2230","","1","","0","3","8","1430","800","1975","","98052","2230"
"9477200200","20140818","305000","3","1.75","1650","","1","","0","3","7","1220","430","1977","","98034","1540"
"1432600560","20141105","166950","3","1","1190","","1","","0","3","6","1190","0","1959","","98058","1230"
"2287000060","20140912","799000","3","2.5","2140","","1","","0","4","8","2140","0","1959","","98040","2680"
"3663500060","20140625","400000","3","2.5","2180","","1","","0","4","7","1420","760","1962","","98133","1900"
"3996900125","20141201","230000","3","1","1060","","1","","0","3","7","1060","0","1948","","98155","1570"
"7796450200","20140515","256883","3","2.5","1690","","2","","0","3","8","1690","0","2003","","98023","2550"
"7549802535","20141111","423000","4","2","1970","","1.5","","0","5","7","1130","840","1920","","98108","1500"
"3278600320","20140723","465000","3","2.5","2150","","2","","0","3","8","2150","0","2007","","98126","1750"
"2824079053","20150113","440000","3","2.5","1910","","2","","0","3","7","1910","0","1997","","98024","2330"
"1222069094","20141014","385000","3","1.75","1350","","1","","0","4","7","1350","0","1969","","98038","1560"
"3542300060","20150311","210000","3","1","860","","1","","0","4","6","860","0","1943","","98056","1300"
"2222059065","20141112","297000","3","2.5","1940","","2","","0","3","8","1940","0","1994","","98042","2030"
"7551300060","20140716","470000","3","1","1010","","1","","0","3","7","1010","0","1952","","98107","1680"
"100600550","20140804","226500","3","1.5","1300","","1","","0","4","7","900","400","1976","","98023","1430"
"3211100860","20150303","274250","3","1","910","","1","","0","4","6","910","0","1962","","98059","1400"
"3456000310","20140804","840000","4","1.75","2480","","1","","0","4","9","1630","850","1966","","98040","2770"
"9526600140","20140919","677900","3","2.5","2440","","2","","0","3","8","2440","0","2010","","98052","2750"
"7465900060","20150205","425000","3","1","1010","","1","","0","3","7","1010","0","1915","","98116","1290"
"1222000055","20141123","180250","2","0.75","900","","1","","0","3","6","900","0","1941","","98166","1250"
"6300000550","20140717","464000","6","3","2300","","2","","0","3","7","1600","700","1920","","98133","1560"
"2310030510","20150422","320000","4","2.25","1550","","2","","0","3","8","1550","0","1993","","98038","1630"
"1025049114","20140717","625504","3","2.25","1270","","2","","0","3","8","1060","210","2014","","98105","1160"
"8677300550","20140515","592500","4","2.5","2240","","1","","0","3","9","2240","0","1983","","98074","2520"
"4014400292","20150114","465000","3","2.5","2714","","2","","0","3","9","2714","0","2005","","98001","2590"
"1102000196","20140527","477000","4","2.75","1720","","2","","0","3","8","1720","0","1978","","98118","2130"
"257000138","20150115","280000","2","1","850","","1","","0","3","6","850","0","1923","","98168","1100"
"46100204","20150221","1.50E+6","5","3","3300","","1","","3","3","9","1870","1430","1957","","98040","3836"
"1909600046","20140703","445838","3","2.5","2250","","2","","0","3","8","2250","0","2000","","98146","1320"
"1250202145","20140828","1.07E+6","2","2.25","3900","","1","","3","3","8","1950","1950","1947","","98144","2580"
"7611200125","20141023","467000","2","1.5","1320","","1","","0","4","8","1320","0","1947","","98177","2120"
"5611500140","20140822","686000","4","2.5","2760","","2","","0","3","10","2760","0","1999","","98075","3070"
"7138000260","20140605","279950","3","2","1750","","1","","0","3","7","1350","400","1961","","98198","1900"
"626059335","20140904","527000","4","2.25","2330","","2","","0","3","8","2330","0","1987","","98011","1910"
"1922059282","20140918","325000","3","2.25","2220","","1","","0","4","8","1780","440","1966","","98030","2080"
"705700390","20140903","328000","3","2.25","2020","","2","","0","3","7","2020","0","1994","","98038","2020"
"7454001200","20140604","390000","3","2.25","1250","","1","","0","5","7","1250","0","1942","","98146","1280"
"8682281200","20150309","479950","2","2","1510","","1","","0","3","8","1510","0","2005","","98053","1640"
"7972000200","20140529","264950","4","2.25","1720","","1","","0","4","7","1120","600","1978","","98023","1510"
"722059070","20150115","235000","3","1","1430","","1","","0","4","7","980","450","1961","","98031","1960"
"7202340400","20150303","516500","3","2.5","1480","","2","","0","3","7","1480","0","2004","","98053","2250"
"8096000060","20150413","655000","2","1.75","1450","","2","","4","3","7","1230","220","1915","","98166","2030"
"2424000060","20140616","500000","4","2.75","2280","","1","","0","5","7","2280","0","1960","","98059","2280"
"9264902050","20141121","315000","6","2.75","2940","","1","","0","3","8","1780","1160","1978","","98023","2120"
"943100260","20141120","213000","2","1","1000","","1","","0","3","6","1000","0","1961","","98024","1150"
"3677400445","20140902","475000","3","1.5","2480","","1.5","","0","5","7","1620","860","1947","","98108","2090"
"1762600320","20140610","1.02E+6","5","4","3760","","2","","0","3","10","3760","0","1983","","98033","3430"
"4058000060","20150409","416000","3","2","2220","","1","","0","5","7","1640","580","1976","","98010","2070"
"7228500560","20150320","410000","4","1","1970","","1.5","","0","3","7","1670","300","1904","","98122","1510"
"326069104","20140701","800000","3","3.5","3830","","2","","0","3","10","3530","300","1993","","98077","2920"
"5152100060","20140529","472000","6","2.5","4410","","1","","2","4","9","2350","2060","1965","","98003","2600"
"3584000310","20141208","225000","3","1.75","1430","","1","","0","4","7","1430","0","1968","","98003","1190"
"8150100045","20141001","210000","2","1","830","","1","","0","3","6","830","0","1940","","98126","830"
"1868901275","20150127","455000","2","1","1430","","1.5","","0","2","7","1430","0","1925","","98115","1450"
"6131600075","20150427","225000","3","1","1300","","1","","0","4","6","1300","0","1954","","98002","1260"
"9468200125","20140826","480000","2","1","1030","","1","","2","4","7","790","240","1918","","98103","1390"
"8029510030","20150212","363000","3","2.5","2740","","2","","0","3","9","2740","0","1990","","98023","2570"
"2025069065","20140929","2.40E+6","4","2.5","3650","","1","","4","3","9","1830","1820","2000","","98074","3120"
"7899800890","20150226","181000","2","1.5","720","","1","","0","3","6","720","0","1954","","98106","1150"
"3021059276","20150314","250000","4","2","2010","","1","","0","4","7","2010","0","1976","","98002","2010"
"3797001895","20150422","481000","3","1.75","1560","","1","","0","4","6","770","790","1918","","98103","1390"
"3832710960","20140923","260000","3","2","1810","","1","","0","4","7","1240","570","1978","","98032","1750"
"1310430400","20140513","455000","4","2.5","3360","","2","","0","3","9","3360","0","2001","","98058","3060"
"1422300030","20150401","415000","3","2.25","1510","","2","","0","3","8","1510","0","1991","","98045","1730"
"1105000588","20150421","349500","3","1","1400","","1","","0","3","7","800","600","1953","","98118","1620"
"3830630060","20140929","245000","3","2.5","1730","","2","","0","3","7","1730","0","1987","","98030","1630"
"5101404898","20140519","592500","2","2","1420","","1.5","","2","5","7","1420","0","1928","","98115","1420"
"7972601890","20141020","385000","4","1.75","2360","","1","","0","4","7","1180","1180","1955","","98106","1910"
"5127001620","20150211","315000","3","1.75","1580","","1","","0","4","7","1200","380","1974","","98059","1550"
"9407100800","20141124","255000","3","1","1230","","1","","0","3","7","1230","0","1979","","98045","1380"
"1873100060","20140829","693000","4","2.5","2460","","2","","0","3","8","2460","0","2006","","98052","2990"
"8722101360","20141202","780000","3","1","1660","","1.5","","0","3","8","1460","200","1911","","98112","1660"
"8644000060","20141024","237000","3","1.75","1270","","1","","0","4","7","1270","0","1960","","98198","1600"
"3325069129","20141216","525000","3","2.25","2100","","2","","0","3","10","1320","780","1979","","98074","2380"
"1400300055","20150428","425000","2","1","770","","1","","0","3","5","770","0","1930","","98144","1330"
"2123039032","20141027","369900","1","0.75","760","","1","","4","5","5","760","0","1936","","98070","1230"
"8078560140","20140519","290000","4","2.5","1700","","2","","0","4","7","1700","0","1988","","98031","1950"
"3438500192","20140929","285000","3","1","1120","","1","","0","3","7","1120","0","1954","","98106","1130"
"7974200510","20140814","415000","2","1","1070","","1","","0","3","7","1070","0","1937","","98115","1320"
"2557000400","20150409","272500","3","2.5","2070","","1","","0","3","8","1420","650","1979","","98023","2070"
"7960900060","20150504","2.90E+6","4","3.25","5050","","1.5","","2","3","11","4750","300","1982","","98004","3890"
"4054500390","20141007","1.36E+6","4","4.75","5310","","2","","0","4","11","5310","0","1989","","98077","4180"
"6378500125","20150501","436000","2","1","1040","","1","","0","4","7","1040","0","1939","","98133","1440"
"1745100140","20141017","210000","3","1","1700","","1","","0","4","7","1700","0","1967","","98003","1350"
"2976800796","20140925","236000","3","1","1300","","1","","0","3","7","1300","0","1961","","98178","1320"
"4235400186","20141124","331000","3","1.75","1080","","1","","0","3","7","580","500","1954","","98199","1440"
"4215100060","20150320","365000","3","2.5","2653","","2","","0","3","8","2653","0","2006","","98031","2653"
"9189700045","20150127","450000","3","2","2290","","1","","0","5","8","2290","0","1960","","98058","1660"
"1126049053","20141113","770000","4","2.75","3820","","2","","0","3","9","2850","970","2014","","98028","1860"
"2022069200","20150505","455000","4","2.5","2210","","1","","0","3","8","2210","0","1997","","98038","2670"
"9412900055","20150505","405000","3","1.75","2390","","1","","0","3","6","1240","1150","1908","","98118","2020"
"1722059235","20140703","304900","4","1.75","2600","","1","","0","4","7","1610","990","1969","","98031","1720"
"6874200960","20150227","170000","2","1","860","","1","","0","3","6","860","0","1931","","98178","1650"
"7424700045","20150513","2.05E+6","5","3","3830","","2","","1","5","9","2630","1200","1905","","98122","3050"
"7202360350","20140630","780000","4","2.5","3500","","2","","0","3","9","3500","0","2005","","98053","3920"
"5634500392","20150410","330000","3","3","2420","","1","","0","4","8","1740","680","1988","","98028","2570"
"1509500060","20140905","370000","4","2.5","2720","","2","","0","3","9","2720","0","1992","","98030","2410"
"7214810350","20141017","467000","5","2.25","2500","","1","","0","3","7","1850","650","1979","","98072","2300"
"6647200060","20150209","405000","3","1.75","1670","","1","","0","3","7","1140","530","1980","","98034","1670"
"9552700140","20140702","675000","5","2.25","2900","","1","","0","3","8","1450","1450","1985","","98006","2310"
"2200500350","20140812","500000","2","1","1640","","1","","0","4","7","1140","500","1954","","98006","1520"
"6113400046","20140723","389999","4","2.5","1890","","2","","0","4","7","1890","0","1968","","98166","2410"
